Current_Time,Event_Name,Event_Scheduled,Event_Time,Idle_Processors,Service_Processors,Queue_Length,Entities_System
21600,START_SIMULATION,21600,21600,0,0,0,0
21633,NEXT_ARRIVAL,21600,21633,33,0,0,0
21667,END_SERVICE,21633,21667,33,34,0,1
21671,NEXT_ARRIVAL,21633,21671,37,34,0,0
21693,END_SERVICE,21671,21693,37,56,0,1
21694,NEXT_ARRIVAL,21671,21694,38,56,0,0
21718,NEXT_ARRIVAL,21694,21718,38,80,0,1
21722,END_SERVICE,21694,21722,38,84,1,2
21808,NEXT_ARRIVAL,21718,21808,38,170,0,1
21811,END_SERVICE,21722,21811,38,173,1,2
21828,NEXT_ARRIVAL,21808,21828,38,190,0,1
21854,END_SERVICE,21811,21854,38,216,1,2
21859,NEXT_ARRIVAL,21828,21859,38,221,0,1
21877,END_SERVICE,21854,21877,38,239,1,2
21879,END_SERVICE,21877,21879,38,241,0,1
21964,NEXT_ARRIVAL,21859,21964,123,241,0,0
21965,NEXT_ARRIVAL,21964,21965,123,242,0,1
21967,END_SERVICE,21964,21967,123,244,1,2
22008,END_SERVICE,21967,22008,123,285,0,1
22038,NEXT_ARRIVAL,21965,22038,153,285,0,0
22093,END_SERVICE,22038,22093,153,340,0,1
22193,NEXT_ARRIVAL,22038,22193,253,340,0,0
22218,NEXT_ARRIVAL,22193,22218,253,365,0,1
22237,END_SERVICE,22193,22237,253,384,1,2
22241,END_SERVICE,22237,22241,253,388,0,1
22280,NEXT_ARRIVAL,22218,22280,292,388,0,0
22287,NEXT_ARRIVAL,22280,22287,292,395,0,1
22308,END_SERVICE,22280,22308,292,416,1,2
22328,END_SERVICE,22308,22328,292,436,0,1
22404,NEXT_ARRIVAL,22287,22404,368,436,0,0
22417,NEXT_ARRIVAL,22404,22417,368,449,0,1
22419,END_SERVICE,22404,22419,368,451,1,2
22436,END_SERVICE,22419,22436,368,468,0,1
22477,NEXT_ARRIVAL,22417,22477,409,468,0,0
22478,NEXT_ARRIVAL,22477,22478,409,469,0,1
22500,END_SERVICE,22477,22500,409,491,1,2
22517,NEXT_ARRIVAL,22478,22517,409,508,0,1
22526,END_SERVICE,22500,22526,409,517,1,2
22556,NEXT_ARRIVAL,22517,22556,409,547,0,1
22603,NEXT_ARRIVAL,22556,22603,409,594,1,2
22604,END_SERVICE,22526,22604,409,595,2,3
22620,END_SERVICE,22604,22620,409,611,1,2
22621,NEXT_ARRIVAL,22603,22621,409,612,0,1
22624,NEXT_ARRIVAL,22621,22624,409,615,1,2
22653,END_SERVICE,22620,22653,409,644,2,3
22669,NEXT_ARRIVAL,22624,22669,409,660,1,2
22679,NEXT_ARRIVAL,22669,22679,409,670,2,3
22683,END_SERVICE,22653,22683,409,674,3,4
22685,NEXT_ARRIVAL,22679,22685,409,676,2,3
22694,END_SERVICE,22683,22694,409,685,3,4
22704,NEXT_ARRIVAL,22685,22704,409,695,2,3
22717,END_SERVICE,22694,22717,409,708,3,4
22728,NEXT_ARRIVAL,22704,22728,409,719,2,3
22733,NEXT_ARRIVAL,22728,22733,409,724,3,4
22743,NEXT_ARRIVAL,22733,22743,409,734,4,5
22751,NEXT_ARRIVAL,22743,22751,409,742,5,6
22794,NEXT_ARRIVAL,22751,22794,409,785,6,7
22806,NEXT_ARRIVAL,22794,22806,409,797,7,8
22832,NEXT_ARRIVAL,22806,22832,409,823,8,9
22837,END_SERVICE,22717,22837,409,828,9,10
22842,END_SERVICE,22837,22842,409,833,8,9
22844,NEXT_ARRIVAL,22832,22844,409,835,7,8
22846,END_SERVICE,22842,22846,409,837,8,9
22850,END_SERVICE,22846,22850,409,841,7,8
22856,END_SERVICE,22850,22856,409,847,6,7
22869,END_SERVICE,22856,22869,409,860,5,6
22888,NEXT_ARRIVAL,22844,22888,409,879,4,5
22893,NEXT_ARRIVAL,22888,22893,409,884,5,6
22916,END_SERVICE,22869,22916,409,907,6,7
22919,END_SERVICE,22916,22919,409,910,5,6
22967,NEXT_ARRIVAL,22893,22967,409,958,4,5
22993,NEXT_ARRIVAL,22967,22993,409,984,5,6
23020,END_SERVICE,22919,23020,409,1011,6,7
23045,END_SERVICE,23020,23045,409,1036,5,6
23082,END_SERVICE,23045,23082,409,1073,4,5
23084,END_SERVICE,23082,23084,409,1075,3,4
23093,END_SERVICE,23084,23093,409,1084,2,3
23097,END_SERVICE,23093,23097,409,1088,1,2
23107,END_SERVICE,23097,23107,409,1098,0,1
23145,NEXT_ARRIVAL,22993,23145,447,1098,0,0
23149,END_SERVICE,23145,23149,447,1102,0,1
23161,NEXT_ARRIVAL,23145,23161,459,1102,0,0
23164,NEXT_ARRIVAL,23161,23164,459,1105,0,1
23176,END_SERVICE,23161,23176,459,1117,1,2
23199,END_SERVICE,23176,23199,459,1140,0,1
23212,NEXT_ARRIVAL,23164,23212,472,1140,0,0
23221,END_SERVICE,23212,23221,472,1149,0,1
23242,NEXT_ARRIVAL,23212,23242,493,1149,0,0
23245,END_SERVICE,23242,23245,493,1152,0,1
23277,NEXT_ARRIVAL,23242,23277,525,1152,0,0
23293,NEXT_ARRIVAL,23277,23293,525,1168,0,1
23338,NEXT_ARRIVAL,23293,23338,525,1213,1,2
23344,NEXT_ARRIVAL,23338,23344,525,1219,2,3
23349,END_SERVICE,23277,23349,525,1224,3,4
23359,END_SERVICE,23349,23359,525,1234,2,3
23365,END_SERVICE,23359,23365,525,1240,1,2
23389,END_SERVICE,23365,23389,525,1264,0,1
23395,NEXT_ARRIVAL,23344,23395,531,1264,0,0
23396,END_SERVICE,23395,23396,531,1265,0,1
23467,NEXT_ARRIVAL,23395,23467,602,1265,0,0
23468,END_SERVICE,23467,23468,602,1266,0,1
23513,NEXT_ARRIVAL,23467,23513,647,1266,0,0
23522,END_SERVICE,23513,23522,647,1275,0,1
23567,NEXT_ARRIVAL,23513,23567,692,1275,0,0
23579,NEXT_ARRIVAL,23567,23579,692,1287,0,1
23614,NEXT_ARRIVAL,23579,23614,692,1322,1,2
23651,NEXT_ARRIVAL,23614,23651,692,1359,2,3
23655,END_SERVICE,23567,23655,692,1363,3,4
23662,END_SERVICE,23655,23662,692,1370,2,3
23686,NEXT_ARRIVAL,23651,23686,692,1394,1,2
23710,NEXT_ARRIVAL,23686,23710,692,1418,2,3
23744,END_SERVICE,23662,23744,692,1452,3,4
23777,END_SERVICE,23744,23777,692,1485,2,3
23786,NEXT_ARRIVAL,23710,23786,692,1494,1,2
23787,END_SERVICE,23777,23787,692,1495,2,3
23801,END_SERVICE,23787,23801,692,1509,1,2
23854,NEXT_ARRIVAL,23786,23854,692,1562,0,1
23859,END_SERVICE,23801,23859,692,1567,1,2
23890,NEXT_ARRIVAL,23854,23890,692,1598,0,1
23917,END_SERVICE,23859,23917,692,1625,1,2
23938,NEXT_ARRIVAL,23890,23938,692,1646,0,1
23952,END_SERVICE,23917,23952,692,1660,1,2
23967,NEXT_ARRIVAL,23938,23967,692,1675,0,1
24009,NEXT_ARRIVAL,23967,24009,692,1717,1,2
24032,NEXT_ARRIVAL,24009,24032,692,1740,2,3
24036,END_SERVICE,23952,24036,692,1744,3,4
24037,END_SERVICE,24036,24037,692,1745,2,3
24047,END_SERVICE,24037,24047,692,1755,1,2
24070,NEXT_ARRIVAL,24032,24070,692,1778,0,1
24076,END_SERVICE,24047,24076,692,1784,1,2
24084,NEXT_ARRIVAL,24070,24084,692,1792,0,1
24102,END_SERVICE,24076,24102,692,1810,1,2
24106,END_SERVICE,24102,24106,692,1814,0,1
24107,NEXT_ARRIVAL,24084,24107,693,1814,0,0
24117,END_SERVICE,24107,24117,693,1824,0,1
24142,NEXT_ARRIVAL,24107,24142,718,1824,0,0
24166,END_SERVICE,24142,24166,718,1848,0,1
24177,NEXT_ARRIVAL,24142,24177,729,1848,0,0
24206,END_SERVICE,24177,24206,729,1877,0,1
24220,NEXT_ARRIVAL,24177,24220,743,1877,0,0
24236,END_SERVICE,24220,24236,743,1893,0,1
24312,NEXT_ARRIVAL,24220,24312,819,1893,0,0
24325,END_SERVICE,24312,24325,819,1906,0,1
24336,NEXT_ARRIVAL,24312,24336,830,1906,0,0
24396,END_SERVICE,24336,24396,830,1966,0,1
24403,NEXT_ARRIVAL,24336,24403,837,1966,0,0
24408,NEXT_ARRIVAL,24403,24408,837,1971,0,1
24436,END_SERVICE,24403,24436,837,1999,1,2
24470,END_SERVICE,24436,24470,837,2033,0,1
24510,NEXT_ARRIVAL,24408,24510,877,2033,0,0
24517,NEXT_ARRIVAL,24510,24517,877,2040,0,1
24599,NEXT_ARRIVAL,24517,24599,877,2122,1,2
24607,NEXT_ARRIVAL,24599,24607,877,2130,2,3
24646,NEXT_ARRIVAL,24607,24646,877,2169,3,4
24652,NEXT_ARRIVAL,24646,24652,877,2175,4,5
24692,END_SERVICE,24510,24692,877,2215,5,6
24728,NEXT_ARRIVAL,24652,24728,877,2251,4,5
24737,END_SERVICE,24692,24737,877,2260,5,6
24752,END_SERVICE,24737,24752,877,2275,4,5
24754,END_SERVICE,24752,24754,877,2277,3,4
24762,NEXT_ARRIVAL,24728,24762,877,2285,2,3
24787,END_SERVICE,24754,24787,877,2310,3,4
24787,NEXT_ARRIVAL,24762,24787,877,2310,2,3
24822,END_SERVICE,24787,24822,877,2345,3,4
24869,NEXT_ARRIVAL,24787,24869,877,2392,2,3
24922,END_SERVICE,24822,24922,877,2445,3,4
24923,END_SERVICE,24922,24923,877,2446,2,3
24935,END_SERVICE,24923,24935,877,2458,1,2
24948,NEXT_ARRIVAL,24869,24948,877,2471,0,1
24956,NEXT_ARRIVAL,24948,24956,877,2479,1,2
24971,END_SERVICE,24935,24971,877,2494,2,3
24973,END_SERVICE,24971,24973,877,2496,1,2
24979,END_SERVICE,24973,24979,877,2502,0,1
24986,NEXT_ARRIVAL,24956,24986,884,2502,0,0
24987,END_SERVICE,24986,24987,884,2503,0,1
25050,NEXT_ARRIVAL,24986,25050,947,2503,0,0
25057,END_SERVICE,25050,25057,947,2510,0,1
25068,NEXT_ARRIVAL,25050,25068,958,2510,0,0
25118,NEXT_ARRIVAL,25068,25118,958,2560,0,1
25120,NEXT_ARRIVAL,25118,25120,958,2562,1,2
25128,NEXT_ARRIVAL,25120,25128,958,2570,2,3
25139,END_SERVICE,25068,25139,958,2581,3,4
25163,END_SERVICE,25139,25163,958,2605,2,3
25168,NEXT_ARRIVAL,25128,25168,958,2610,1,2
25171,END_SERVICE,25163,25171,958,2613,2,3
25197,END_SERVICE,25171,25197,958,2639,1,2
25218,END_SERVICE,25197,25218,958,2660,0,1
25278,NEXT_ARRIVAL,25168,25278,1018,2660,0,0
25302,END_SERVICE,25278,25302,1018,2684,0,1
25331,NEXT_ARRIVAL,25278,25331,1047,2684,0,0
25342,END_SERVICE,25331,25342,1047,2695,0,1
25352,NEXT_ARRIVAL,25331,25352,1057,2695,0,0
25359,END_SERVICE,25352,25359,1057,2702,0,1
25361,NEXT_ARRIVAL,25352,25361,1059,2702,0,0
25416,NEXT_ARRIVAL,25361,25416,1059,2757,0,1
25439,END_SERVICE,25361,25439,1059,2780,1,2
25444,NEXT_ARRIVAL,25416,25444,1059,2785,0,1
25446,END_SERVICE,25439,25446,1059,2787,1,2
25448,END_SERVICE,25446,25448,1059,2789,0,1
25456,NEXT_ARRIVAL,25444,25456,1067,2789,0,0
25472,END_SERVICE,25456,25472,1067,2805,0,1
25472,NEXT_ARRIVAL,25456,25472,1067,2805,0,0
25492,NEXT_ARRIVAL,25472,25492,1067,2825,0,1
25500,NEXT_ARRIVAL,25492,25500,1067,2833,1,2
25502,NEXT_ARRIVAL,25500,25502,1067,2835,2,3
25504,END_SERVICE,25472,25504,1067,2837,3,4
25505,NEXT_ARRIVAL,25502,25505,1067,2838,2,3
25530,NEXT_ARRIVAL,25505,25530,1067,2863,3,4
25535,END_SERVICE,25504,25535,1067,2868,4,5
25562,NEXT_ARRIVAL,25530,25562,1067,2895,3,4
25596,END_SERVICE,25535,25596,1067,2929,4,5
25603,END_SERVICE,25596,25603,1067,2936,3,4
25633,END_SERVICE,25603,25633,1067,2966,2,3
25642,END_SERVICE,25633,25642,1067,2975,1,2
25643,END_SERVICE,25642,25643,1067,2976,0,1
25750,NEXT_ARRIVAL,25562,25750,1174,2976,0,0
25766,NEXT_ARRIVAL,25750,25766,1174,2992,0,1
25786,NEXT_ARRIVAL,25766,25786,1174,3012,1,2
25789,END_SERVICE,25750,25789,1174,3015,2,3
25822,NEXT_ARRIVAL,25786,25822,1174,3048,1,2
25837,END_SERVICE,25789,25837,1174,3063,2,3
25862,NEXT_ARRIVAL,25822,25862,1174,3088,1,2
25875,NEXT_ARRIVAL,25862,25875,1174,3101,2,3
25893,END_SERVICE,25837,25893,1174,3119,3,4
25899,END_SERVICE,25893,25899,1174,3125,2,3
25940,NEXT_ARRIVAL,25875,25940,1174,3166,1,2
25981,END_SERVICE,25899,25981,1174,3207,2,3
25987,NEXT_ARRIVAL,25940,25987,1174,3213,1,2
25988,END_SERVICE,25981,25988,1174,3214,2,3
26024,END_SERVICE,25988,26024,1174,3250,1,2
26032,END_SERVICE,26024,26032,1174,3258,0,1
26106,NEXT_ARRIVAL,25987,26106,1248,3258,0,0
26113,END_SERVICE,26106,26113,1248,3265,0,1
26136,NEXT_ARRIVAL,26106,26136,1271,3265,0,0
26137,END_SERVICE,26136,26137,1271,3266,0,1
26146,NEXT_ARRIVAL,26136,26146,1280,3266,0,0
26161,END_SERVICE,26146,26161,1280,3281,0,1
26165,NEXT_ARRIVAL,26146,26165,1284,3281,0,0
26179,NEXT_ARRIVAL,26165,26179,1284,3295,0,1
26182,END_SERVICE,26165,26182,1284,3298,1,2
26215,NEXT_ARRIVAL,26179,26215,1284,3331,0,1
26221,NEXT_ARRIVAL,26215,26221,1284,3337,1,2
26236,END_SERVICE,26182,26236,1284,3352,2,3
26240,END_SERVICE,26236,26240,1284,3356,1,2
26251,NEXT_ARRIVAL,26221,26251,1284,3367,0,1
26272,NEXT_ARRIVAL,26251,26272,1284,3388,1,2
26274,END_SERVICE,26240,26274,1284,3390,2,3
26280,END_SERVICE,26274,26280,1284,3396,1,2
26285,END_SERVICE,26280,26285,1284,3401,0,1
26306,NEXT_ARRIVAL,26272,26306,1305,3401,0,0
26324,END_SERVICE,26306,26324,1305,3419,0,1
26324,NEXT_ARRIVAL,26306,26324,1305,3419,0,0
26383,NEXT_ARRIVAL,26324,26383,1305,3478,0,1
26400,END_SERVICE,26324,26400,1305,3495,1,2
26439,NEXT_ARRIVAL,26383,26439,1305,3534,0,1
26443,NEXT_ARRIVAL,26439,26443,1305,3538,1,2
26463,END_SERVICE,26400,26463,1305,3558,2,3
26476,NEXT_ARRIVAL,26443,26476,1305,3571,1,2
26487,END_SERVICE,26463,26487,1305,3582,2,3
26497,END_SERVICE,26487,26497,1305,3592,1,2
26505,END_SERVICE,26497,26505,1305,3600,0,1
26608,NEXT_ARRIVAL,26476,26608,1408,3600,0,0
26609,NEXT_ARRIVAL,26608,26609,1408,3601,0,1
26611,END_SERVICE,26608,26611,1408,3603,1,2
26641,END_SERVICE,26611,26641,1408,3633,0,1
26716,NEXT_ARRIVAL,26609,26716,1483,3633,0,0
26730,NEXT_ARRIVAL,26716,26730,1483,3647,0,1
26758,END_SERVICE,26716,26758,1483,3675,1,2
26760,END_SERVICE,26758,26760,1483,3677,0,1
26766,NEXT_ARRIVAL,26730,26766,1489,3677,0,0
26784,END_SERVICE,26766,26784,1489,3695,0,1
26919,NEXT_ARRIVAL,26766,26919,1624,3695,0,0
26936,NEXT_ARRIVAL,26919,26936,1624,3712,0,1
26976,END_SERVICE,26919,26976,1624,3752,1,2
26984,END_SERVICE,26976,26984,1624,3760,0,1
27068,NEXT_ARRIVAL,26936,27068,1708,3760,0,0
27148,END_SERVICE,27068,27148,1708,3840,0,1
27183,NEXT_ARRIVAL,27068,27183,1743,3840,0,0
27224,NEXT_ARRIVAL,27183,27224,1743,3881,0,1
27227,END_SERVICE,27183,27227,1743,3884,1,2
27237,END_SERVICE,27227,27237,1743,3894,0,1
27308,NEXT_ARRIVAL,27224,27308,1814,3894,0,0
27347,NEXT_ARRIVAL,27308,27347,1814,3933,0,1
27348,NEXT_ARRIVAL,27347,27348,1814,3934,1,2
27359,END_SERVICE,27308,27359,1814,3945,2,3
27364,END_SERVICE,27359,27364,1814,3950,1,2
27366,NEXT_ARRIVAL,27348,27366,1814,3952,0,1
27393,NEXT_ARRIVAL,27366,27393,1814,3979,1,2
27421,NEXT_ARRIVAL,27393,27421,1814,4007,2,3
27463,NEXT_ARRIVAL,27421,27463,1814,4049,3,4
27472,END_SERVICE,27364,27472,1814,4058,4,5
27476,END_SERVICE,27472,27476,1814,4062,3,4
27482,NEXT_ARRIVAL,27463,27482,1814,4068,2,3
27491,NEXT_ARRIVAL,27482,27491,1814,4077,3,4
27520,NEXT_ARRIVAL,27491,27520,1814,4106,4,5
27523,END_SERVICE,27476,27523,1814,4109,5,6
27526,END_SERVICE,27523,27526,1814,4112,4,5
27531,NEXT_ARRIVAL,27520,27531,1814,4117,3,4
27580,END_SERVICE,27526,27580,1814,4166,4,5
27667,END_SERVICE,27580,27667,1814,4253,3,4
27677,NEXT_ARRIVAL,27531,27677,1814,4263,2,3
27731,END_SERVICE,27667,27731,1814,4317,3,4
27737,NEXT_ARRIVAL,27677,27737,1814,4323,2,3
27741,NEXT_ARRIVAL,27737,27741,1814,4327,3,4
27742,END_SERVICE,27731,27742,1814,4328,4,5
27750,END_SERVICE,27742,27750,1814,4336,3,4
27754,END_SERVICE,27750,27754,1814,4340,2,3
27756,END_SERVICE,27754,27756,1814,4342,1,2
27763,NEXT_ARRIVAL,27741,27763,1814,4349,0,1
27764,NEXT_ARRIVAL,27763,27764,1814,4350,1,2
27791,END_SERVICE,27756,27791,1814,4377,2,3
27796,END_SERVICE,27791,27796,1814,4382,1,2
27799,END_SERVICE,27796,27799,1814,4385,0,1
27824,NEXT_ARRIVAL,27764,27824,1839,4385,0,0
27827,END_SERVICE,27824,27827,1839,4388,0,1
27869,NEXT_ARRIVAL,27824,27869,1881,4388,0,0
27877,END_SERVICE,27869,27877,1881,4396,0,1
27891,NEXT_ARRIVAL,27869,27891,1895,4396,0,0
27913,END_SERVICE,27891,27913,1895,4418,0,1
27971,NEXT_ARRIVAL,27891,27971,1953,4418,0,0
27984,NEXT_ARRIVAL,27971,27984,1953,4431,0,1
27990,NEXT_ARRIVAL,27984,27990,1953,4437,1,2
27993,NEXT_ARRIVAL,27990,27993,1953,4440,2,3
28006,END_SERVICE,27971,28006,1953,4453,3,4
28008,NEXT_ARRIVAL,27993,28008,1953,4455,2,3
28015,END_SERVICE,28006,28015,1953,4462,3,4
28033,NEXT_ARRIVAL,28008,28033,1953,4480,2,3
28046,END_SERVICE,28015,28046,1953,4493,3,4
28055,END_SERVICE,28046,28055,1953,4502,2,3
28068,END_SERVICE,28055,28068,1953,4515,1,2
28074,END_SERVICE,28068,28074,1953,4521,0,1
28081,NEXT_ARRIVAL,28033,28081,1960,4521,0,0
28084,NEXT_ARRIVAL,28081,28084,1960,4524,0,1
28123,END_SERVICE,28081,28123,1960,4563,1,2
28133,NEXT_ARRIVAL,28084,28133,1960,4573,0,1
28164,END_SERVICE,28123,28164,1960,4604,1,2
28173,END_SERVICE,28164,28173,1960,4613,0,1
28194,NEXT_ARRIVAL,28133,28194,1981,4613,0,0
28207,END_SERVICE,28194,28207,1981,4626,0,1
28230,NEXT_ARRIVAL,28194,28230,2004,4626,0,0
28239,END_SERVICE,28230,28239,2004,4635,0,1
28249,NEXT_ARRIVAL,28230,28249,2014,4635,0,0
28255,END_SERVICE,28249,28255,2014,4641,0,1
28274,NEXT_ARRIVAL,28249,28274,2033,4641,0,0
28276,END_SERVICE,28274,28276,2033,4643,0,1
28339,NEXT_ARRIVAL,28274,28339,2096,4643,0,0
28342,END_SERVICE,28339,28342,2096,4646,0,1
28369,NEXT_ARRIVAL,28339,28369,2123,4646,0,0
28379,END_SERVICE,28369,28379,2123,4656,0,1
28404,NEXT_ARRIVAL,28369,28404,2148,4656,0,0
28446,NEXT_ARRIVAL,28404,28446,2148,4698,0,1
28448,NEXT_ARRIVAL,28446,28448,2148,4700,1,2
28471,NEXT_ARRIVAL,28448,28471,2148,4723,2,3
28490,END_SERVICE,28404,28490,2148,4742,3,4
28500,NEXT_ARRIVAL,28471,28500,2148,4752,2,3
28511,END_SERVICE,28490,28511,2148,4763,3,4
28520,END_SERVICE,28511,28520,2148,4772,2,3
28524,END_SERVICE,28520,28524,2148,4776,1,2
28538,END_SERVICE,28524,28538,2148,4790,0,1
28547,NEXT_ARRIVAL,28500,28547,2157,4790,0,0
28556,NEXT_ARRIVAL,28547,28556,2157,4799,0,1
28631,END_SERVICE,28547,28631,2157,4874,1,2
28651,NEXT_ARRIVAL,28556,28651,2157,4894,0,1
28653,END_SERVICE,28631,28653,2157,4896,1,2
28676,NEXT_ARRIVAL,28651,28676,2157,4919,0,1
28701,NEXT_ARRIVAL,28676,28701,2157,4944,1,2
28711,END_SERVICE,28653,28711,2157,4954,2,3
28725,END_SERVICE,28711,28725,2157,4968,1,2
28753,NEXT_ARRIVAL,28701,28753,2157,4996,0,1
28788,END_SERVICE,28725,28788,2157,5031,1,2
28801,NEXT_ARRIVAL,28753,28801,2157,5044,0,1
28818,NEXT_ARRIVAL,28801,28818,2157,5061,1,2
28821,END_SERVICE,28788,28821,2157,5064,2,3
28849,END_SERVICE,28821,28849,2157,5092,1,2
28857,END_SERVICE,28849,28857,2157,5100,0,1
28875,NEXT_ARRIVAL,28818,28875,2175,5100,0,0
28880,END_SERVICE,28875,28880,2175,5105,0,1
28940,NEXT_ARRIVAL,28875,28940,2235,5105,0,0
28965,NEXT_ARRIVAL,28940,28965,2235,5130,0,1
29002,NEXT_ARRIVAL,28965,29002,2235,5167,1,2
29026,END_SERVICE,28940,29026,2235,5191,2,3
29043,END_SERVICE,29026,29043,2235,5208,1,2
29081,NEXT_ARRIVAL,29002,29081,2235,5246,0,1
29116,NEXT_ARRIVAL,29081,29116,2235,5281,1,2
29125,END_SERVICE,29043,29125,2235,5290,2,3
29186,NEXT_ARRIVAL,29116,29186,2235,5351,1,2
29190,END_SERVICE,29125,29190,2235,5355,2,3
29195,END_SERVICE,29190,29195,2235,5360,1,2
29222,END_SERVICE,29195,29222,2235,5387,0,1
29255,NEXT_ARRIVAL,29186,29255,2268,5387,0,0
29258,NEXT_ARRIVAL,29255,29258,2268,5390,0,1
29269,END_SERVICE,29255,29269,2268,5401,1,2
29278,END_SERVICE,29269,29278,2268,5410,0,1
29281,NEXT_ARRIVAL,29258,29281,2271,5410,0,0
29283,NEXT_ARRIVAL,29281,29283,2271,5412,0,1
29332,END_SERVICE,29281,29332,2271,5461,1,2
29344,END_SERVICE,29332,29344,2271,5473,0,1
29412,NEXT_ARRIVAL,29283,29412,2339,5473,0,0
29413,NEXT_ARRIVAL,29412,29413,2339,5474,0,1
29422,NEXT_ARRIVAL,29413,29422,2339,5483,1,2
29424,END_SERVICE,29412,29424,2339,5485,2,3
29443,NEXT_ARRIVAL,29422,29443,2339,5504,1,2
29448,NEXT_ARRIVAL,29443,29448,2339,5509,2,3
29496,END_SERVICE,29424,29496,2339,5557,3,4
29551,END_SERVICE,29496,29551,2339,5612,2,3
29566,NEXT_ARRIVAL,29448,29566,2339,5627,1,2
29568,END_SERVICE,29551,29568,2339,5629,2,3
29576,END_SERVICE,29568,29576,2339,5637,1,2
29582,NEXT_ARRIVAL,29566,29582,2339,5643,0,1
29584,NEXT_ARRIVAL,29582,29584,2339,5645,1,2
29585,NEXT_ARRIVAL,29584,29585,2339,5646,2,3
29602,END_SERVICE,29576,29602,2339,5663,3,4
29604,END_SERVICE,29602,29604,2339,5665,2,3
29608,NEXT_ARRIVAL,29585,29608,2339,5669,1,2
29612,END_SERVICE,29604,29612,2339,5673,2,3
29619,NEXT_ARRIVAL,29608,29619,2339,5680,1,2
29620,END_SERVICE,29612,29620,2339,5681,2,3
29621,END_SERVICE,29620,29621,2339,5682,1,2
29625,NEXT_ARRIVAL,29619,29625,2339,5686,0,1
29625,END_SERVICE,29621,29625,2339,5686,1,2
29664,NEXT_ARRIVAL,29625,29664,2339,5725,0,1
29724,END_SERVICE,29625,29724,2339,5785,1,2
29739,END_SERVICE,29724,29739,2339,5800,0,1
29852,NEXT_ARRIVAL,29664,29852,2452,5800,0,0
29857,END_SERVICE,29852,29857,2452,5805,0,1
29894,NEXT_ARRIVAL,29852,29894,2489,5805,0,0
29913,END_SERVICE,29894,29913,2489,5824,0,1
30078,NEXT_ARRIVAL,29894,30078,2654,5824,0,0
30080,END_SERVICE,30078,30080,2654,5826,0,1
30140,NEXT_ARRIVAL,30078,30140,2714,5826,0,0
30150,END_SERVICE,30140,30150,2714,5836,0,1
30152,NEXT_ARRIVAL,30140,30152,2716,5836,0,0
30164,NEXT_ARRIVAL,30152,30164,2716,5848,0,1
30182,END_SERVICE,30152,30182,2716,5866,1,2
30202,END_SERVICE,30182,30202,2716,5886,0,1
30209,NEXT_ARRIVAL,30164,30209,2723,5886,0,0
30224,END_SERVICE,30209,30224,2723,5901,0,1
30242,NEXT_ARRIVAL,30209,30242,2741,5901,0,0
30252,END_SERVICE,30242,30252,2741,5911,0,1
30292,NEXT_ARRIVAL,30242,30292,2781,5911,0,0
30307,END_SERVICE,30292,30307,2781,5926,0,1
30311,NEXT_ARRIVAL,30292,30311,2785,5926,0,0
30359,END_SERVICE,30311,30359,2785,5974,0,1
30416,NEXT_ARRIVAL,30311,30416,2842,5974,0,0
30418,END_SERVICE,30416,30418,2842,5976,0,1
30427,NEXT_ARRIVAL,30416,30427,2851,5976,0,0
30439,END_SERVICE,30427,30439,2851,5988,0,1
30496,NEXT_ARRIVAL,30427,30496,2908,5988,0,0
30610,END_SERVICE,30496,30610,2908,6102,0,1
30636,NEXT_ARRIVAL,30496,30636,2934,6102,0,0
30651,NEXT_ARRIVAL,30636,30651,2934,6117,0,1
30700,END_SERVICE,30636,30700,2934,6166,1,2
30708,END_SERVICE,30700,30708,2934,6174,0,1
30846,NEXT_ARRIVAL,30651,30846,3072,6174,0,0
30850,END_SERVICE,30846,30850,3072,6178,0,1
30968,NEXT_ARRIVAL,30846,30968,3190,6178,0,0
30976,END_SERVICE,30968,30976,3190,6186,0,1
31016,NEXT_ARRIVAL,30968,31016,3230,6186,0,0
31018,END_SERVICE,31016,31018,3230,6188,0,1
31069,NEXT_ARRIVAL,31016,31069,3281,6188,0,0
31082,NEXT_ARRIVAL,31069,31082,3281,6201,0,1
31102,NEXT_ARRIVAL,31082,31102,3281,6221,1,2
31121,NEXT_ARRIVAL,31102,31121,3281,6240,2,3
31127,END_SERVICE,31069,31127,3281,6246,3,4
31135,END_SERVICE,31127,31135,3281,6254,2,3
31141,END_SERVICE,31135,31141,3281,6260,1,2
31157,END_SERVICE,31141,31157,3281,6276,0,1
31177,NEXT_ARRIVAL,31121,31177,3301,6276,0,0
31187,END_SERVICE,31177,31187,3301,6286,0,1
31251,NEXT_ARRIVAL,31177,31251,3365,6286,0,0
31259,END_SERVICE,31251,31259,3365,6294,0,1
31280,NEXT_ARRIVAL,31251,31280,3386,6294,0,0
31321,NEXT_ARRIVAL,31280,31321,3386,6335,0,1
31357,END_SERVICE,31280,31357,3386,6371,1,2
31403,NEXT_ARRIVAL,31321,31403,3386,6417,0,1
31433,END_SERVICE,31357,31433,3386,6447,1,2
31460,NEXT_ARRIVAL,31403,31460,3386,6474,0,1
31466,END_SERVICE,31433,31466,3386,6480,1,2
31599,NEXT_ARRIVAL,31460,31599,3386,6613,0,1
31606,END_SERVICE,31466,31606,3386,6620,1,2
31608,END_SERVICE,31606,31608,3386,6622,0,1
