Current_Time,Event_Name,Event_Scheduled,Event_Time,Idle_Processors,Service_Processors,Queue_Length,Entities_System
70953,END_SERVICE,70941,70953,14331,35022,0,1
70955,NEXT_ARRIVAL,70941,70955,14333,35022,0,0
70973,NEXT_ARRIVAL,70955,70973,14333,35040,0,1
71043,END_SERVICE,70955,71043,14333,35110,1,2
71049,END_SERVICE,71043,71049,14333,35116,0,1
71064,NEXT_ARRIVAL,70973,71064,14348,35116,0,0
71067,NEXT_ARRIVAL,71064,71067,14348,35119,0,1
71093,NEXT_ARRIVAL,71067,71093,14348,35145,1,2
71094,NEXT_ARRIVAL,71093,71094,14348,35146,2,3
71103,END_SERVICE,71064,71103,14348,35155,3,4
71162,NEXT_ARRIVAL,71094,71162,14348,35214,2,3
71164,NEXT_ARRIVAL,71162,71164,14348,35216,3,4
71184,END_SERVICE,71103,71184,14348,35236,4,5
71224,END_SERVICE,71184,71224,14348,35276,3,4
71236,END_SERVICE,71224,71236,14348,35288,2,3
71274,NEXT_ARRIVAL,71164,71274,14348,35326,1,2
71289,NEXT_ARRIVAL,71274,71289,14348,35341,2,3
71301,END_SERVICE,71236,71301,14348,35353,3,4
71304,END_SERVICE,71301,71304,14348,35356,2,3
71311,NEXT_ARRIVAL,71289,71311,14348,35363,1,2
71313,NEXT_ARRIVAL,71311,71313,14348,35365,2,3
71333,END_SERVICE,71304,71333,14348,35385,3,4
71340,NEXT_ARRIVAL,71313,71340,14348,35392,2,3
71364,END_SERVICE,71333,71364,14348,35416,3,4
71369,END_SERVICE,71364,71369,14348,35421,2,3
71407,END_SERVICE,71369,71407,14348,35459,1,2
71410,NEXT_ARRIVAL,71340,71410,14348,35462,0,1
71442,END_SERVICE,71407,71442,14348,35494,1,2
71444,NEXT_ARRIVAL,71410,71444,14348,35496,0,1
71448,NEXT_ARRIVAL,71444,71448,14348,35500,1,2
71466,END_SERVICE,71442,71466,14348,35518,2,3
71479,END_SERVICE,71466,71479,14348,35531,1,2
71485,NEXT_ARRIVAL,71448,71485,14348,35537,0,1
71501,NEXT_ARRIVAL,71485,71501,14348,35553,1,2
71534,END_SERVICE,71479,71534,14348,35586,2,3
71536,NEXT_ARRIVAL,71501,71536,14348,35588,1,2
71549,END_SERVICE,71534,71549,14348,35601,2,3
71557,END_SERVICE,71549,71557,14348,35609,1,2
71560,END_SERVICE,71557,71560,14348,35612,0,1
71621,NEXT_ARRIVAL,71536,71621,14409,35612,0,0
71643,NEXT_ARRIVAL,71621,71643,14409,35634,0,1
71659,END_SERVICE,71621,71659,14409,35650,1,2
71660,END_SERVICE,71659,71660,14409,35651,0,1
71679,NEXT_ARRIVAL,71643,71679,14428,35651,0,0
71761,END_SERVICE,71679,71761,14428,35733,0,1
71764,NEXT_ARRIVAL,71679,71764,14431,35733,0,0
71765,NEXT_ARRIVAL,71764,71765,14431,35734,0,1
71785,NEXT_ARRIVAL,71765,71785,14431,35754,1,2
71791,END_SERVICE,71764,71791,14431,35760,2,3
71822,END_SERVICE,71791,71822,14431,35791,1,2
71827,END_SERVICE,71822,71827,14431,35796,0,1
71941,NEXT_ARRIVAL,71785,71941,14545,35796,0,0
71958,END_SERVICE,71941,71958,14545,35813,0,1
72079,NEXT_ARRIVAL,71941,72079,14666,35813,0,0
72100,END_SERVICE,72079,72100,14666,35834,0,1
72100,END_SIMULATION,72100,72100,14666,35834,0,0
Max_Queue_Length 14
