Max_Queue_Length,Processors_Capacity_Used,Shift_Type,Shift_Duration,Shift_Capacity_Usage,Shift_Type,Shift_Duration,Shift_Capacity_Usage,Shift_Type,Shift_Duration,Shift_Capacity_Usage,Shift_Type,Shift_Duration,Shift_Capacity_Usage
0,32.39,RECOGIDA,4,0.0,ENTREGA,1,0.0,DUAL,3,17.78,RECOGIDA,6,66.7
