Current_Time,Event_Name,Event_Scheduled,Event-Time,Idle_Processors,Service_Processors,Number_Idle_Processors,Buffer_Length,Queue_Length,Entities_System,Shift
48565,NEXT_ARRIVAL,48547,48565,963184,438996,39,0,0,13,-
48640,END_SERVICE,47062,48640,966034,440046,38,0,0,14,-
48707,END_SERVICE,47129,48707,968647,440917,39,0,0,13,-
48847,NEXT_ARRIVAL,48565,48847,974247,442597,40,0,0,12,-
48852,END_SERVICE,47274,48852,974442,442662,39,0,0,13,-
48864,NEXT_ARRIVAL,48847,48864,974922,442806,40,0,0,12,-
48907,END_SERVICE,47329,48907,976599,443365,39,0,0,13,-
48919,NEXT_ARRIVAL,48864,48919,977079,443509,40,0,0,12,-
48936,NEXT_ARRIVAL,48919,48936,977742,443730,39,0,0,13,-
48990,NEXT_ARRIVAL,48936,48990,979794,444486,38,0,0,14,-
49017,END_SERVICE,47439,49017,980793,444891,37,0,0,15,-
49041,END_SERVICE,47463,49041,981705,445227,38,0,0,14,-
49101,NEXT_ARRIVAL,48990,49101,984045,446007,39,0,0,13,-
49105,NEXT_ARRIVAL,49101,49105,984197,446063,38,0,0,14,-
49111,NEXT_ARRIVAL,49105,49111,984419,446153,37,0,0,15,-
49132,END_SERVICE,47554,49132,985175,446489,36,0,0,16,-
49222,END_SERVICE,47644,49222,988505,447839,37,0,0,15,-
49236,NEXT_ARRIVAL,49111,49236,989037,448035,38,0,0,14,-
49340,NEXT_ARRIVAL,49236,49340,992885,449595,37,0,0,15,-
49374,NEXT_ARRIVAL,49340,49374,994109,450139,36,0,0,16,-
49416,NEXT_ARRIVAL,49374,49416,995579,450853,35,0,0,17,-
49461,NEXT_ARRIVAL,49416,49461,997109,451663,34,0,0,18,-
49479,NEXT_ARRIVAL,49461,49479,997703,452005,33,0,0,19,-
49585,NEXT_ARRIVAL,49479,49585,1001095,454125,32,0,0,20,-
49588,END_SERVICE,48010,49588,1001188,454188,31,0,0,21,-
49653,END_SERVICE,48075,49653,1003268,455488,32,0,0,20,-
49672,NEXT_ARRIVAL,49585,49672,1003895,455849,33,0,0,19,-
49703,NEXT_ARRIVAL,49672,49703,1004887,456469,32,0,0,20,-
49726,END_SERVICE,48148,49726,1005600,456952,31,0,0,21,-
49770,NEXT_ARRIVAL,49703,49770,1007008,457832,32,0,0,20,-
49827,NEXT_ARRIVAL,49770,49827,1008775,459029,31,0,0,21,-
49891,END_SERVICE,48313,49891,1010695,460437,30,0,0,22,-
50125,END_SERVICE,48547,50125,1017949,465351,31,0,0,21,-
50143,END_SERVICE,48565,50143,1018525,465711,32,0,0,20,-
50154,NEXT_ARRIVAL,49827,50154,1018888,465920,33,0,0,19,-
50164,NEXT_ARRIVAL,50154,50164,1019208,466120,32,0,0,20,-
50247,NEXT_ARRIVAL,50164,50247,1021781,467863,31,0,0,21,-
50294,NEXT_ARRIVAL,50247,50294,1023191,468897,30,0,0,22,-
50335,NEXT_ARRIVAL,50294,50335,1024380,469840,29,0,0,23,-
50425,END_SERVICE,48847,50425,1026900,472000,28,0,0,24,-
50430,NEXT_ARRIVAL,50335,50430,1027045,472115,29,0,0,23,-
50442,END_SERVICE,48864,50442,1027381,472403,28,0,0,24,-
50497,END_SERVICE,48919,50497,1028976,473668,29,0,0,23,-
50514,END_SERVICE,48936,50514,1029486,474042,30,0,0,22,-
50568,END_SERVICE,48990,50568,1031160,475176,31,0,0,21,-
50679,END_SERVICE,49101,50679,1034712,477396,32,0,0,20,-
50683,END_SERVICE,49105,50683,1034844,477472,33,0,0,19,-
50689,END_SERVICE,49111,50689,1035048,477580,34,0,0,18,-
50777,NEXT_ARRIVAL,50430,50777,1038128,479076,35,0,0,17,-
50814,END_SERVICE,49236,50814,1039386,479742,34,0,0,18,-
50911,NEXT_ARRIVAL,50777,50911,1042781,481391,35,0,0,17,-
50918,END_SERVICE,49340,50918,1043019,481517,34,0,0,18,-
50949,NEXT_ARRIVAL,50911,50949,1044104,482044,35,0,0,17,-
50952,END_SERVICE,49374,50952,1044206,482098,34,0,0,18,-
50955,NEXT_ARRIVAL,50949,50955,1044311,482149,35,0,0,17,-
50994,END_SERVICE,49416,50994,1045637,482851,34,0,0,18,-
51008,NEXT_ARRIVAL,50955,51008,1046127,483089,35,0,0,17,-
51039,END_SERVICE,49461,51039,1047181,483647,34,0,0,18,-
51057,END_SERVICE,49479,51057,1047811,483953,35,0,0,17,-
51146,NEXT_ARRIVAL,51008,51146,1051015,485377,36,0,0,16,-
51158,NEXT_ARRIVAL,51146,51158,1051435,485581,35,0,0,17,-
51163,END_SERVICE,49585,51163,1051605,485671,34,0,0,18,-
51241,NEXT_ARRIVAL,51158,51241,1054335,486997,35,0,0,17,-
51250,END_SERVICE,49672,51250,1054641,487159,34,0,0,18,-
51281,END_SERVICE,49703,51281,1055726,487686,35,0,0,17,-
51348,END_SERVICE,49770,51348,1058138,488758,36,0,0,16,-
51405,END_SERVICE,49827,51405,1060247,489613,37,0,0,15,-
51416,NEXT_ARRIVAL,51241,51416,1060665,489767,38,0,0,14,-
51732,END_SERVICE,50154,51732,1072357,494507,37,0,0,15,-
51742,END_SERVICE,50164,51742,1072737,494647,38,0,0,14,-
51796,NEXT_ARRIVAL,51416,51796,1074843,495349,39,0,0,13,-
51825,END_SERVICE,50247,51825,1075945,495755,38,0,0,14,-
51841,NEXT_ARRIVAL,51796,51841,1076569,495963,39,0,0,13,-
51872,END_SERVICE,50294,51872,1077747,496397,38,0,0,14,-
51913,END_SERVICE,50335,51913,1079346,496930,39,0,0,13,-
51949,NEXT_ARRIVAL,51841,51949,1080786,497362,40,0,0,12,-
52008,END_SERVICE,50430,52008,1083087,498129,39,0,0,13,-
52133,NEXT_ARRIVAL,51949,52133,1088087,499629,40,0,0,12,-
52197,NEXT_ARRIVAL,52133,52197,1090583,500461,39,0,0,13,-
52223,NEXT_ARRIVAL,52197,52223,1091571,500825,38,0,0,14,-
52355,END_SERVICE,50777,52355,1096455,502805,37,0,0,15,-
52405,NEXT_ARRIVAL,52223,52405,1098355,503505,38,0,0,14,-
52464,NEXT_ARRIVAL,52405,52464,1100538,504390,37,0,0,15,-
52489,END_SERVICE,50911,52489,1101438,504790,36,0,0,16,-
52521,NEXT_ARRIVAL,52464,52521,1102622,505270,37,0,0,15,-
52527,END_SERVICE,50949,52527,1102838,505366,36,0,0,16,-
52533,END_SERVICE,50955,52533,1103060,505456,37,0,0,15,-
52573,NEXT_ARRIVAL,52521,52573,1104580,506016,38,0,0,14,-
52585,NEXT_ARRIVAL,52573,52585,1105024,506196,37,0,0,15,-
52586,END_SERVICE,51008,52586,1105060,506212,36,0,0,16,-
52633,NEXT_ARRIVAL,52585,52633,1106799,506917,37,0,0,15,-
52724,END_SERVICE,51146,52724,1110075,508373,36,0,0,16,-
52736,END_SERVICE,51158,52736,1110519,508553,37,0,0,15,-
52737,NEXT_ARRIVAL,52633,52737,1110557,508567,38,0,0,14,-
52819,END_SERVICE,51241,52819,1113591,509797,37,0,0,15,-
52853,NEXT_ARRIVAL,52737,52853,1114883,510273,38,0,0,14,-
52901,NEXT_ARRIVAL,52853,52901,1116659,510993,37,0,0,15,-
52990,NEXT_ARRIVAL,52901,52990,1119863,512417,36,0,0,16,-
52994,END_SERVICE,51416,52994,1120003,512485,35,0,0,17,-
53151,NEXT_ARRIVAL,52990,53151,1125655,514997,36,0,0,16,-
53272,NEXT_ARRIVAL,53151,53272,1129890,517054,35,0,0,17,-
53283,NEXT_ARRIVAL,53272,53283,1130264,517252,34,0,0,18,-
53332,NEXT_ARRIVAL,53283,53332,1131881,518183,33,0,0,19,-
53335,NEXT_ARRIVAL,53332,53335,1131977,518243,32,0,0,20,-
53346,NEXT_ARRIVAL,53335,53346,1132318,518474,31,0,0,21,-
53374,END_SERVICE,51796,53374,1133158,519090,30,0,0,22,-
53419,END_SERVICE,51841,53419,1134553,520035,31,0,0,21,-
53459,NEXT_ARRIVAL,53346,53459,1135833,520835,32,0,0,20,-
53527,END_SERVICE,51949,53527,1137941,522263,31,0,0,21,-
53711,END_SERVICE,52133,53711,1143829,525943,32,0,0,20,-
53756,NEXT_ARRIVAL,53459,53756,1145314,526798,33,0,0,19,-
53775,END_SERVICE,52197,53775,1145922,527178,32,0,0,20,-
53801,END_SERVICE,52223,53801,1146780,527672,33,0,0,19,-
53944,NEXT_ARRIVAL,53756,53944,1151642,530246,34,0,0,18,-
53983,END_SERVICE,52405,53983,1152929,530987,33,0,0,19,-
54015,NEXT_ARRIVAL,53944,54015,1154017,531563,34,0,0,18,-
54042,END_SERVICE,52464,54042,1154908,532076,33,0,0,19,-
54084,NEXT_ARRIVAL,54015,54084,1156336,532832,34,0,0,18,-
54099,END_SERVICE,52521,54099,1156831,533117,33,0,0,19,-
54104,NEXT_ARRIVAL,54084,54104,1157001,533207,34,0,0,18,-
54151,END_SERVICE,52573,54151,1158552,534100,33,0,0,19,-
54163,END_SERVICE,52585,54163,1158960,534316,34,0,0,18,-
54172,NEXT_ARRIVAL,54104,54172,1159275,534469,35,0,0,17,-
54211,END_SERVICE,52633,54211,1160601,535171,34,0,0,18,-
54216,NEXT_ARRIVAL,54172,54216,1160776,535256,35,0,0,17,-
54224,NEXT_ARRIVAL,54216,54224,1161048,535400,34,0,0,18,-
54248,NEXT_ARRIVAL,54224,54248,1161840,535856,33,0,0,19,-
54277,NEXT_ARRIVAL,54248,54277,1162768,536436,32,0,0,20,-
54284,NEXT_ARRIVAL,54277,54284,1162985,536583,31,0,0,21,-
54301,NEXT_ARRIVAL,54284,54301,1163495,536957,30,0,0,22,-
54315,END_SERVICE,52737,54315,1163901,537279,29,0,0,23,-
54431,END_SERVICE,52853,54431,1167381,539831,30,0,0,22,-
54439,NEXT_ARRIVAL,54301,54439,1167629,539999,31,0,0,21,-
54455,NEXT_ARRIVAL,54439,54455,1168109,540351,30,0,0,22,-
54479,END_SERVICE,52901,54479,1168805,540903,29,0,0,23,-
54508,NEXT_ARRIVAL,54455,54508,1169675,541541,30,0,0,22,-
54548,NEXT_ARRIVAL,54508,54548,1170835,542461,29,0,0,23,-
54568,END_SERVICE,52990,54568,1171395,542941,28,0,0,24,-
54677,NEXT_ARRIVAL,54548,54677,1174556,545448,29,0,0,23,-
54680,NEXT_ARRIVAL,54677,54680,1174640,545520,28,0,0,24,-
54727,NEXT_ARRIVAL,54680,54727,1175909,546695,27,0,0,25,-
54729,END_SERVICE,53151,54729,1175961,546747,26,0,0,26,-
54836,NEXT_ARRIVAL,54727,54836,1178850,549422,27,0,0,25,-
54850,END_SERVICE,53272,54850,1179214,549786,26,0,0,26,-
54861,END_SERVICE,53283,54861,1179511,550061,27,0,0,25,-
54910,END_SERVICE,53332,54910,1180883,551237,28,0,0,24,-
54913,END_SERVICE,53335,54913,1180970,551306,29,0,0,23,-
54924,END_SERVICE,53346,54924,1181300,551548,30,0,0,22,-
54968,NEXT_ARRIVAL,54836,54968,1182664,552472,31,0,0,21,-
55033,NEXT_ARRIVAL,54968,55033,1184614,553902,30,0,0,22,-
55037,END_SERVICE,53459,55037,1184730,553994,29,0,0,23,-
55076,NEXT_ARRIVAL,55033,55076,1185900,554852,30,0,0,22,-
55140,NEXT_ARRIVAL,55076,55140,1187756,556324,29,0,0,23,-
55171,NEXT_ARRIVAL,55140,55171,1188624,557068,28,0,0,24,-
55183,NEXT_ARRIVAL,55171,55183,1188948,557368,27,0,0,25,-
55188,NEXT_ARRIVAL,55183,55188,1189078,557498,26,0,0,26,-
55189,NEXT_ARRIVAL,55188,55189,1189103,557525,25,0,0,27,-
55277,NEXT_ARRIVAL,55189,55277,1191215,559989,24,0,0,28,-
55334,END_SERVICE,53756,55334,1192526,561642,23,0,0,29,-
55475,NEXT_ARRIVAL,55277,55475,1195910,565590,24,0,0,28,-
55522,END_SERVICE,53944,55522,1196991,566953,23,0,0,29,-
55593,END_SERVICE,54015,55593,1198695,568941,24,0,0,28,-
55662,END_SERVICE,54084,55662,1200420,570804,25,0,0,27,-
55682,END_SERVICE,54104,55682,1200940,571324,26,0,0,26,-
55750,END_SERVICE,54172,55750,1202776,573024,27,0,0,25,-
55790,NEXT_ARRIVAL,55475,55790,1203896,573984,28,0,0,24,-
55794,END_SERVICE,54216,55794,1204004,574084,27,0,0,25,-
55802,END_SERVICE,54224,55802,1204228,574276,28,0,0,24,-
55824,NEXT_ARRIVAL,55790,55824,1204866,574782,29,0,0,23,-
55826,END_SERVICE,54248,55826,1204922,574830,28,0,0,24,-
55855,END_SERVICE,54277,55855,1205763,575497,29,0,0,23,-
55862,END_SERVICE,54284,55862,1205973,575651,30,0,0,22,-
55879,END_SERVICE,54301,55879,1206500,576008,31,0,0,21,-
56017,END_SERVICE,54439,56017,1210916,578768,32,0,0,20,-
56033,END_SERVICE,54455,56033,1211444,579072,33,0,0,19,-
56072,NEXT_ARRIVAL,55824,56072,1212770,579774,34,0,0,18,-
56086,END_SERVICE,54508,56086,1213232,580040,33,0,0,19,-
56101,NEXT_ARRIVAL,56072,56101,1213742,580310,34,0,0,18,-
56126,END_SERVICE,54548,56126,1214567,580785,33,0,0,19,-
56145,NEXT_ARRIVAL,56101,56145,1215213,581127,34,0,0,18,-
56172,NEXT_ARRIVAL,56145,56172,1216104,581640,33,0,0,19,-
56255,END_SERVICE,54677,56255,1218760,583300,32,0,0,20,-
56258,END_SERVICE,54680,56258,1218859,583357,33,0,0,19,-
56305,END_SERVICE,54727,56305,1220457,584203,34,0,0,18,-
56354,NEXT_ARRIVAL,56172,56354,1222172,585036,35,0,0,17,-
56409,NEXT_ARRIVAL,56354,56409,1224042,586026,34,0,0,18,-
56414,END_SERVICE,54836,56414,1224207,586121,33,0,0,19,-
56546,END_SERVICE,54968,56546,1228695,588497,34,0,0,18,-
56606,NEXT_ARRIVAL,56409,56606,1230795,589517,35,0,0,17,-
56611,END_SERVICE,55033,56611,1230965,589607,34,0,0,18,-
56654,END_SERVICE,55076,56654,1232470,590338,35,0,0,17,-
56718,END_SERVICE,55140,56718,1234774,591362,36,0,0,16,-
56749,END_SERVICE,55171,56749,1235921,591827,37,0,0,15,-
56761,END_SERVICE,55183,56761,1236377,591995,38,0,0,14,-
56766,END_SERVICE,55188,56766,1236572,592060,39,0,0,13,-
56767,END_SERVICE,55189,56767,1236612,592072,40,0,0,12,-
56855,END_SERVICE,55277,56855,1240220,593040,41,0,0,11,-
57053,END_SERVICE,55475,57053,1248536,595020,42,0,0,10,-
57053,NEXT_ARRIVAL,56606,57053,1248536,595020,43,0,0,9,-
57367,NEXT_ARRIVAL,57053,57367,1261724,598160,42,0,0,10,-
57368,END_SERVICE,55790,57368,1261765,598171,41,0,0,11,-
57402,END_SERVICE,55824,57402,1263193,598511,42,0,0,10,-
57472,NEXT_ARRIVAL,57367,57472,1266203,599141,43,0,0,9,-
57495,NEXT_ARRIVAL,57472,57495,1267169,599371,42,0,0,10,-
57650,END_SERVICE,56072,57650,1273524,601076,41,0,0,11,-
57679,END_SERVICE,56101,57679,1274742,601366,42,0,0,10,-
57723,END_SERVICE,56145,57723,1276634,601762,43,0,0,9,-
57733,NEXT_ARRIVAL,57495,57733,1277074,601842,44,0,0,8,-
57750,END_SERVICE,56172,57750,1277805,601995,43,0,0,9,-
57789,NEXT_ARRIVAL,57733,57789,1279521,602307,44,0,0,8,-
57929,NEXT_ARRIVAL,57789,57929,1285541,603567,43,0,0,9,-
57932,END_SERVICE,56354,57932,1285667,603597,42,0,0,10,-
57943,NEXT_ARRIVAL,57929,57943,1286140,603696,43,0,0,9,-
57987,END_SERVICE,56409,57987,1287988,604136,42,0,0,10,-
58115,NEXT_ARRIVAL,57943,58115,1293492,605288,43,0,0,9,-
58126,NEXT_ARRIVAL,58115,58126,1293954,605398,42,0,0,10,-
58160,NEXT_ARRIVAL,58126,58160,1295348,605772,41,0,0,11,-
58184,END_SERVICE,56606,58184,1296308,606060,40,0,0,12,-
58212,NEXT_ARRIVAL,58160,58212,1297456,606368,41,0,0,11,-
58290,NEXT_ARRIVAL,58212,58290,1300576,607304,40,0,0,12,-
58375,NEXT_ARRIVAL,58290,58375,1303891,608409,39,0,0,13,-
58631,END_SERVICE,57053,58631,1313619,611993,38,0,0,14,-
58721,NEXT_ARRIVAL,58375,58721,1317129,613163,39,0,0,13,-
58768,NEXT_ARRIVAL,58721,58768,1318915,613821,38,0,0,14,-
58795,NEXT_ARRIVAL,58768,58795,1319914,614226,37,0,0,15,-
58799,NEXT_ARRIVAL,58795,58799,1320058,614290,36,0,0,16,-
58848,NEXT_ARRIVAL,58799,58848,1321773,615123,35,0,0,17,-
58945,END_SERVICE,57367,58945,1325071,616869,34,0,0,18,-
59002,NEXT_ARRIVAL,58848,59002,1327066,617838,35,0,0,17,-
59050,END_SERVICE,57472,59050,1328698,618702,34,0,0,18,-
59073,END_SERVICE,57495,59073,1329503,619093,35,0,0,17,-
59288,NEXT_ARRIVAL,59002,59288,1337243,622533,36,0,0,16,-
59311,END_SERVICE,57733,59311,1338048,622924,35,0,0,17,-
59367,END_SERVICE,57789,59367,1340064,623820,36,0,0,16,-
59500,NEXT_ARRIVAL,59288,59500,1344985,625815,37,0,0,15,-
59507,END_SERVICE,57929,59507,1345237,625927,36,0,0,16,-
59521,END_SERVICE,57943,59521,1345755,626137,37,0,0,15,-
59541,NEXT_ARRIVAL,59500,59541,1346515,626417,38,0,0,14,-
59573,NEXT_ARRIVAL,59541,59573,1347699,626897,37,0,0,15,-
59585,NEXT_ARRIVAL,59573,59585,1348131,627089,36,0,0,16,-
59604,NEXT_ARRIVAL,59585,59604,1348796,627412,35,0,0,17,-
59693,END_SERVICE,58115,59693,1351822,629014,34,0,0,18,-
59704,END_SERVICE,58126,59704,1352207,629201,35,0,0,17,-
59731,NEXT_ARRIVAL,59604,59731,1353179,629633,36,0,0,16,-
59738,END_SERVICE,58160,59738,1353424,629752,35,0,0,17,-
59790,END_SERVICE,58212,59790,1355296,630584,36,0,0,16,-
59793,NEXT_ARRIVAL,59731,59793,1355407,630629,37,0,0,15,-
59845,NEXT_ARRIVAL,59793,59845,1357279,631461,36,0,0,16,-
59867,NEXT_ARRIVAL,59845,59867,1358049,631835,35,0,0,17,-
59868,END_SERVICE,58290,59868,1358083,631853,34,0,0,18,-
59890,NEXT_ARRIVAL,59867,59890,1358853,632227,35,0,0,17,-
59953,END_SERVICE,58375,59953,1360995,633361,34,0,0,18,-
60041,NEXT_ARRIVAL,59890,60041,1364075,634857,35,0,0,17,-
60128,NEXT_ARRIVAL,60041,60128,1367033,636423,34,0,0,18,-
60249,NEXT_ARRIVAL,60128,60249,1371026,638722,33,0,0,19,-
60299,END_SERVICE,58721,60299,1372626,639722,32,0,0,20,-
60346,END_SERVICE,58768,60346,1374177,640615,33,0,0,19,-
60373,END_SERVICE,58795,60373,1375095,641101,34,0,0,18,-
60377,END_SERVICE,58799,60377,1375235,641169,35,0,0,17,-
60404,NEXT_ARRIVAL,60249,60404,1376207,641601,36,0,0,16,-
60426,END_SERVICE,58848,60426,1376977,641975,35,0,0,17,-
60580,END_SERVICE,59002,60580,1382521,644439,36,0,0,16,-
60633,NEXT_ARRIVAL,60404,60633,1384482,645234,37,0,0,15,-
60666,NEXT_ARRIVAL,60633,60666,1385670,645762,36,0,0,16,-
60717,NEXT_ARRIVAL,60666,60717,1387455,646629,35,0,0,17,-
60728,NEXT_ARRIVAL,60717,60728,1387829,646827,34,0,0,18,-
60788,NEXT_ARRIVAL,60728,60788,1389809,647967,33,0,0,19,-
60866,END_SERVICE,59288,60866,1392305,649527,32,0,0,20,-
60911,NEXT_ARRIVAL,60788,60911,1393790,650382,33,0,0,19,-
60955,NEXT_ARRIVAL,60911,60955,1395198,651262,32,0,0,20,-
61078,END_SERVICE,59500,61078,1399011,653845,31,0,0,21,-
61119,END_SERVICE,59541,61119,1400323,654665,32,0,0,20,-
61151,END_SERVICE,59573,61151,1401379,655273,33,0,0,19,-
61159,NEXT_ARRIVAL,60955,61159,1401651,655417,34,0,0,18,-
61160,NEXT_ARRIVAL,61159,61160,1401684,655436,33,0,0,19,-
61163,END_SERVICE,59585,61163,1401780,655496,32,0,0,20,-
61182,END_SERVICE,59604,61182,1402407,655857,33,0,0,19,-
61309,END_SERVICE,59731,61309,1406725,658143,34,0,0,18,-
61371,END_SERVICE,59793,61371,1408895,659197,35,0,0,17,-
61394,NEXT_ARRIVAL,61160,61394,1409723,659565,36,0,0,16,-
61413,NEXT_ARRIVAL,61394,61413,1410388,659888,35,0,0,17,-
61423,END_SERVICE,59845,61423,1410728,660068,34,0,0,18,-
61428,NEXT_ARRIVAL,61413,61428,1410903,660153,35,0,0,17,-
61445,END_SERVICE,59867,61445,1411481,660459,34,0,0,18,-
61468,END_SERVICE,59890,61468,1412286,660850,35,0,0,17,-
61619,END_SERVICE,60041,61619,1417722,663266,36,0,0,16,-
61685,NEXT_ARRIVAL,61428,61685,1420164,664256,37,0,0,15,-
61706,END_SERVICE,60128,61706,1420920,664592,36,0,0,16,-
61716,NEXT_ARRIVAL,61685,61716,1421290,664742,37,0,0,15,-
61801,NEXT_ARRIVAL,61716,61801,1424350,666102,36,0,0,16,-
61816,NEXT_ARRIVAL,61801,61816,1424875,666357,35,0,0,17,-
61827,END_SERVICE,60249,61827,1425249,666555,34,0,0,18,-
61982,END_SERVICE,60404,61982,1430674,669190,35,0,0,17,-
62008,NEXT_ARRIVAL,61816,62008,1431610,669606,36,0,0,16,-
62211,END_SERVICE,60633,62211,1438715,673057,35,0,0,17,-
62221,NEXT_ARRIVAL,62008,62221,1439075,673217,36,0,0,16,-
62244,END_SERVICE,60666,62244,1439880,673608,35,0,0,17,-
62292,NEXT_ARRIVAL,62221,62292,1441608,674376,36,0,0,16,-
62295,END_SERVICE,60717,62295,1441713,674427,35,0,0,17,-
62306,END_SERVICE,60728,62306,1442109,674603,36,0,0,16,-
62328,NEXT_ARRIVAL,62292,62328,1442923,674933,37,0,0,15,-
62366,END_SERVICE,60788,62366,1444291,675541,36,0,0,16,-
62381,NEXT_ARRIVAL,62328,62381,1444846,675766,37,0,0,15,-
62489,END_SERVICE,60911,62489,1448734,677494,36,0,0,16,-
62533,END_SERVICE,60955,62533,1450362,678154,37,0,0,15,-
62610,NEXT_ARRIVAL,62381,62610,1453288,679232,38,0,0,14,-
62731,NEXT_ARRIVAL,62610,62731,1457765,681047,37,0,0,15,-
62737,END_SERVICE,61159,62737,1457981,681143,36,0,0,16,-
62738,END_SERVICE,61160,62738,1458018,681158,37,0,0,15,-
62811,NEXT_ARRIVAL,62731,62811,1460792,682180,38,0,0,14,-
62959,NEXT_ARRIVAL,62811,62959,1466268,684400,37,0,0,15,-
62972,END_SERVICE,61394,62972,1466736,684608,36,0,0,16,-
62991,END_SERVICE,61413,62991,1467439,684893,37,0,0,15,-
63006,END_SERVICE,61428,63006,1468009,685103,38,0,0,14,-
63096,NEXT_ARRIVAL,62959,63096,1471519,686273,39,0,0,13,-
63111,NEXT_ARRIVAL,63096,63111,1472089,686483,38,0,0,14,-
63165,NEXT_ARRIVAL,63111,63165,1474087,687293,37,0,0,15,-
63221,NEXT_ARRIVAL,63165,63221,1476103,688189,36,0,0,16,-
63263,END_SERVICE,61685,63263,1477573,688903,35,0,0,17,-
63294,END_SERVICE,61716,63294,1478689,689399,36,0,0,16,-
63311,NEXT_ARRIVAL,63221,63311,1479318,689654,37,0,0,15,-
63379,END_SERVICE,61801,63379,1481766,690742,36,0,0,16,-
63394,END_SERVICE,61816,63394,1482321,690967,37,0,0,15,-
63498,NEXT_ARRIVAL,63311,63498,1486273,692423,38,0,0,14,-
63546,NEXT_ARRIVAL,63498,63546,1488049,693143,37,0,0,15,-
63586,END_SERVICE,62008,63586,1489489,693783,36,0,0,16,-
63701,NEXT_ARRIVAL,63546,63701,1493744,695508,37,0,0,15,-
63724,NEXT_ARRIVAL,63701,63724,1494572,695876,36,0,0,16,-
63799,END_SERVICE,62221,63799,1497197,697151,35,0,0,17,-
63870,END_SERVICE,62292,63870,1499753,698287,36,0,0,16,-
63906,END_SERVICE,62328,63906,1501085,698827,37,0,0,15,-
63918,NEXT_ARRIVAL,63724,63918,1501541,698995,38,0,0,14,-
63930,NEXT_ARRIVAL,63918,63930,1501985,699175,37,0,0,15,-
63948,NEXT_ARRIVAL,63930,63948,1502633,699463,36,0,0,16,-
63959,END_SERVICE,62381,63959,1503018,699650,35,0,0,17,-
64162,NEXT_ARRIVAL,63948,64162,1510326,702898,36,0,0,16,-
64188,END_SERVICE,62610,64188,1511236,703340,35,0,0,17,-
64309,END_SERVICE,62731,64309,1515592,705276,36,0,0,16,-
64389,END_SERVICE,62811,64389,1518552,706476,37,0,0,15,-
64527,NEXT_ARRIVAL,64162,64527,1523796,708408,38,0,0,14,-
64537,END_SERVICE,62959,64537,1524166,708558,37,0,0,15,-
64674,END_SERVICE,63096,64674,1529372,710476,38,0,0,14,-
64689,END_SERVICE,63111,64689,1529957,710671,39,0,0,13,-
64712,NEXT_ARRIVAL,64527,64712,1530877,710947,40,0,0,12,-
64743,END_SERVICE,63165,64743,1532086,711350,39,0,0,13,-
64755,NEXT_ARRIVAL,64712,64755,1532566,711494,40,0,0,12,-
64799,END_SERVICE,63221,64799,1534282,712066,39,0,0,13,-
64887,NEXT_ARRIVAL,64755,64887,1537802,713122,40,0,0,12,-
64889,END_SERVICE,63311,64889,1537880,713148,39,0,0,13,-
64987,NEXT_ARRIVAL,64887,64987,1541800,714324,40,0,0,12,-
65049,NEXT_ARRIVAL,64987,65049,1544218,715130,39,0,0,13,-
65076,END_SERVICE,63498,65076,1545244,715508,38,0,0,14,-
65124,NEXT_ARRIVAL,65049,65124,1547116,716132,39,0,0,13,-
65124,END_SERVICE,63546,65124,1547116,716132,38,0,0,14,-
65244,NEXT_ARRIVAL,65124,65244,1551796,717692,39,0,0,13,-
65279,END_SERVICE,63701,65279,1553126,718182,38,0,0,14,-
65302,END_SERVICE,63724,65302,1554023,718481,39,0,0,13,-
65382,NEXT_ARRIVAL,65244,65382,1557223,719441,40,0,0,12,-
65496,END_SERVICE,63918,65496,1561669,720923,39,0,0,13,-
65508,END_SERVICE,63930,65508,1562149,721067,40,0,0,12,-
65526,END_SERVICE,63948,65526,1562887,721265,41,0,0,11,-
65599,NEXT_ARRIVAL,65382,65599,1565953,721995,42,0,0,10,-
65637,NEXT_ARRIVAL,65599,65637,1567511,722413,41,0,0,11,-
65697,NEXT_ARRIVAL,65637,65697,1569911,723133,40,0,0,12,-
65730,NEXT_ARRIVAL,65697,65730,1571198,723562,39,0,0,13,-
65740,END_SERVICE,64162,65740,1571578,723702,38,0,0,14,-
65768,NEXT_ARRIVAL,65730,65768,1572670,724066,39,0,0,13,-
65783,NEXT_ARRIVAL,65768,65783,1573240,724276,38,0,0,14,-
65790,NEXT_ARRIVAL,65783,65790,1573499,724381,37,0,0,15,-
65837,NEXT_ARRIVAL,65790,65837,1575191,725133,36,0,0,16,-
65955,NEXT_ARRIVAL,65837,65955,1579321,727139,35,0,0,17,-
66076,NEXT_ARRIVAL,65955,66076,1583435,729317,34,0,0,18,-
66099,NEXT_ARRIVAL,66076,66099,1584194,729754,33,0,0,19,-
66105,END_SERVICE,64527,66105,1584386,729874,32,0,0,20,-
66116,NEXT_ARRIVAL,66099,66116,1584749,730083,33,0,0,19,-
66135,NEXT_ARRIVAL,66116,66135,1585357,730463,32,0,0,20,-
66196,NEXT_ARRIVAL,66135,66196,1587248,731744,31,0,0,21,-
66290,END_SERVICE,64712,66290,1590068,733812,30,0,0,22,-
66333,END_SERVICE,64755,66333,1591401,734715,31,0,0,21,-
66375,NEXT_ARRIVAL,66196,66375,1592745,735555,32,0,0,20,-
66399,NEXT_ARRIVAL,66375,66399,1593489,736059,31,0,0,21,-
